x,y,z,t
0.0,0.0,0.0,0.0
0.43501865219599356,4.854645263508921e-23,0.20284762570252826,0.001
1.4525285489615647,-1.9161711460732813e-21,0.6772705163912149,0.003339166037923211
2.738502173558161,-5.50960158504856e-21,1.276790196791549,0.006295833616933576
3.987924590212396,-1.7447617308618764e-20,1.859187620649811,0.009168813587532283
5.261119668547648,-3.321903653094791e-20,2.4525829951375604,0.012096812138320631
6.411504974973777,-5.1192362243208215e-20,2.9886683662961713,0.014742689862263347
7.809914916547564,-7.512164708293114e-20,3.6402420088989116,0.01795941606667689
8.922614921904527,-9.90525800665767e-20,4.158619766327487,0.020519239731639702
10.064940731493467,-1.2337036589908437e-19,4.690732552702997,0.023147503663761775
11.326768806888229,-1.5268457065073622e-19,5.278432565211334,0.026051053666555017
12.589603795881136,-1.848602844286386e-19,5.866518765596271,0.028957272959366568
13.710267252854475,-2.136931056357795e-19,6.388328117488782,0.031536601684315144
14.795170346331554,-2.408331139717983e-19,6.8934243764857355,0.03403388853798348
16.136393639392267,-2.678949171757698e-19,7.517770590951514,0.03712154640122814
17.32662923157842,-2.8884959408053567e-19,8.07175296102731,0.03986194549541535
18.541067897555607,-3.0954513711712503e-19,8.636924475567579,0.042658392694786336
19.7520910832248,-3.2461158953443543e-19,9.20043013017106,0.045447300037500686
21.20520951704176,-3.4093998736662966e-19,9.876485329405876,0.04879416515239334
22.301875105770904,-3.5478926257555407e-19,10.386630098823126,0.05132034693953203
23.354411735945014,-3.657865905387268e-19,10.876188183590727,0.053745127454663685
24.671486006941862,-3.7972267008177137e-19,11.488707353826065,0.05677968173557479
25.886412985155903,-3.9916419345375427e-19,12.053641776400474,0.059579227935695325
27.124785226390816,-4.21860849077127e-19,12.629399010799363,0.062433135151500875
28.31081170170633,-4.456592503446372e-19,13.180744204484055,0.06516672656171134
29.739954450103905,-4.767637870458887e-19,13.845008894105456,0.0684610738844869
30.787311696461998,-5.052060436583388e-19,14.33175232550623,0.07087564656361352
31.87051544303227,-5.369595959952683e-19,14.835094726169904,0.07337311520356762
33.152617223969834,-5.732065391711123e-19,15.430781878626357,0.07632950532099332
34.39632265528553,-6.094783717632493e-19,16.008547497825354,0.07919770555772707
35.66366533372849,-6.438532029722613e-19,16.59721084351128,0.08212076998660055
36.813517147175205,-6.742486268336968e-19,17.13122878145058,0.08477315543476786
38.21024938758205,-7.081425531696517e-19,17.779810921854736,0.08799541896167692
39.31568659002538,-7.377180367343399e-19,18.29305603325617,0.09054597096930445
40.451026085215624,-7.705007850772521e-19,18.82011811101372,0.09316579794733232
41.71101361178584,-8.036929083867521e-19,19.404967113010223,0.09607358830905226
42.96888255850493,-8.377936926519589e-19,19.988750014184724,0.09897684064048552
44.08911116578749,-8.63071865407939e-19,20.508583791286654,0.10156270459471019
45.17441708414877,-8.832802369738622e-19,21.012149407455293,0.10406822076619118
46.51444812758761,-9.086046597189794e-19,21.633818707430887,0.1071621509691469
47.697968067130766,-9.272541896983577e-19,22.1828010543528,0.10989505194815241
48.90576098483642,-9.460272336020888e-19,22.742967037281353,0.11268432288502817
50.11595867872104,-9.702518273909707e-19,23.304171805766984,0.11547947217022042
51.41726948617094,-9.975064521680833e-19,23.90754294457364,0.11848542485618432
52.46166768154436,-1.0237534008634861e-18,24.39172881823381,0.12089819624407148
53.539403332693304,-1.05142767014328e-18,24.891310170267058,0.12338823784644375
54.820327643582374,-1.0863528888058182e-18,25.484999968715503,0.126348069784813
56.060298731537316,-1.1214146351326946e-18,26.059626697802596,0.12921361826466438
57.32382271140241,-1.1540739934296625e-18,26.64508545039363,0.13213394836995745
58.47282455119441,-1.1838733333580743e-18,27.17740730817603,0.13478989619296977
59.86796979508328,-1.2176116787946256e-18,27.82367210936869,0.1380152053119748
60.968875639908646,-1.2496599487617057e-18,28.333566131388615,0.14056059454535888
62.09982596696504,-1.2830265229915217e-18,28.857309344963593,0.14317572974224954
63.35819088675916,-1.3107413641875964e-18,29.43997943396507,0.14608582426948066
64.61274518551848,-1.3396751583789063e-18,30.020802380490412,0.14898745682991532
65.73217438300877,-1.36556124799387e-18,30.538996535699013,0.15157685682941327
66.81713557348209,-1.3908312226297147e-18,31.04117237645875,0.15408679335005063
68.15584725813797,-1.419195157237574e-18,31.660711843602407,0.15718411414479808
69.33513550447758,-1.443853830701641e-18,32.206394134680615,0.15991291394547752
70.53872691365015,-1.4673870899570107e-18,32.76324672193641,0.16269826881442426
71.7478571004562,-1.4902988984041627e-18,33.32258525853746,0.16549676612445316
73.04477595899962,-1.513024958305085e-18,33.92244908656256,0.16849880947996448
74.08917601928093,-1.5321047092749525e-18,34.40545115481113,0.1709166070067995
75.16280896634002,-1.553523827490691e-18,34.90191274801424,0.17340233209858777
76.4424047106472,-1.5830628389724643e-18,35.49353501641036,0.17636524708060397
77.67873565627724,-1.6072505674558373e-18,36.06507198135743,0.1792283283666584
78.93854022062256,-1.6275796127293648e-18,36.647377741426894,0.18214611976335826
80.0865724978744,-1.6491022747960709e-18,37.17794749814408,0.18480534694441147
81.4800356865745,-1.6748476859175025e-18,37.82185138786074,0.18803346877157953
82.57658096303012,-1.6991698101246102e-18,38.328480944071885,0.19057404940661074
83.70329999343608,-1.7273103248230542e-18,38.84898553890056,0.19318481857007772
84.95996423589989,-1.759087062353687e-18,39.42944139430647,0.19609702312845295
86.2112735250112,-1.780038545847725e-18,40.007341136829695,0.19899716782137677
87.32977309532136,-1.795466977977927e-18,40.523834740109095,0.20158979645157019
88.41421595360619,-1.8017520338073593e-18,41.024538907822915,0.20410374956460672
