elev_deg,tof_s,range_m,bearing_deg
5.0,8.074920154787593,3319.557928418849,1.378765423598999e-18
10.0,15.259778588134596,5627.590792679981,2.4385548748167167e-18
15.0,21.763745535724425,7451.952411459667,2.147256766793977e-18
20.0,27.897743169939105,8957.17306469609,4.056608131128609e-18
25.0,33.74255048308412,10171.65725178264,-1.3450149224445683e-17
30.0,39.31469428872915,11095.239331598468,1.0361238950787533e-17
35.0,44.602057579439375,11717.481938345198,1.1028209618002323e-17
40.0,49.574611652366016,12034.985125528618,6.5969552488326626e-18
45.0,54.206249794500025,12044.871183393983,-2.1553773920350477e-17
