mach,cd_interp
0.01,0.144
0.01599198396793587,0.144
0.021983967935871745,0.144
0.027975951903807618,0.144
0.03396793587174349,0.144
0.039959919839679364,0.144
0.045951903807615234,0.144
0.05194388777555111,0.144
0.05793587174348698,0.144
0.06392785571142284,0.144
0.06991983967935872,0.144
0.0759118236472946,0.144
0.08190380761523046,0.144
0.08789579158316634,0.144
0.09388777555110221,0.144
0.09987975951903807,0.144
0.10587174348697395,0.144
0.11186372745490983,0.144
0.11785571142284569,0.144
0.12384769539078157,0.144
0.12983967935871746,0.144
0.13583166332665333,0.144
0.1418236472945892,0.144
0.14781563126252506,0.144
0.15380761523046094,0.144
0.1597995991983968,0.144
0.1657915831663327,0.144
0.17178356713426857,0.144
0.17777555110220444,0.144
0.1837675350701403,0.144
0.18975951903807617,0.144
0.19575150300601205,0.144
0.20174348697394792,0.144
0.2077354709418838,0.144
0.21372745490981968,0.144
0.21971943887775555,0.144
0.2257114228456914,0.144
0.23170340681362728,0.144
0.23769539078156315,0.144
0.24368737474949903,0.144
0.2496793587174349,0.144
0.2556713426853708,0.144
0.26166332665330666,0.144
0.26765531062124254,0.144
0.2736472945891784,0.144
0.27963927855711423,0.144
0.2856312625250501,0.144
0.291623246492986,0.144
0.29761523046092186,0.144
0.30360721442885774,0.144
0.3095991983967936,0.144
0.3155911823647295,0.144
0.32158316633266537,0.144
0.32757515030060125,0.144
0.3335671342685371,0.144
0.339559118236473,0.144
0.3455511022044089,0.144
0.35154308617234475,0.144
0.3575350701402806,0.144
0.36352705410821645,0.144
0.36951903807615233,0.144
0.3755110220440882,0.144
0.3815030060120241,0.144
0.38749498997995996,0.144
0.39348697394789584,0.144
0.3994789579158317,0.144
0.4054709418837676,0.144
0.41146292585170346,0.144
0.41745490981963934,0.144
0.4234468937875752,0.144
0.4294388777555111,0.144
0.4354308617234469,0.144
0.4414228456913828,0.144
0.44741482965931867,0.144
0.45340681362725455,0.144
0.4593987975951904,0.144
0.4653907815631263,0.144
0.4713827655310622,0.144
0.47737474949899805,0.144
0.48336673346693393,0.144
0.4893587174348698,0.144
0.4953507014028057,0.144
0.5013426853707416,0.144
0.5073346693386774,0.144
0.5133266533066133,0.144
0.5193186372745492,0.144
0.5253106212424851,0.144
0.5313026052104209,0.144
0.5372945891783568,0.144
0.5432865731462927,0.144
0.5492785571142285,0.144
0.5552705410821643,0.144
0.5612625250501002,0.144
0.5672545090180361,0.144
0.573246492985972,0.144
0.5792384769539078,0.144
0.5852304609218437,0.144
0.5912224448897796,0.144
0.5972144288577155,0.144
0.6032064128256514,0.144
0.6091983967935872,0.144
0.6151903807615231,0.144
0.621182364729459,0.144
0.6271743486973949,0.144
0.6331663326653307,0.144
0.6391583166332666,0.144
0.6451503006012025,0.144
0.6511422845691384,0.144
0.6571342685370742,0.144
0.6631262525050101,0.144
0.669118236472946,0.144
0.6751102204408819,0.144
0.6811022044088177,0.144
0.6870941883767536,0.144
0.6930861723446895,0.144
0.6990781563126254,0.144
0.7050701402805611,0.1441014028056112
0.711062124248497,0.14422124248496992
0.7170541082164329,0.14434108216432864
0.7230460921843688,0.14446092184368736
0.7290380761523046,0.14458076152304608
0.7350300601202405,0.1447006012024048
0.7410220440881764,0.14482044088176352
0.7470140280561123,0.14494028056112224
0.7530060120240482,0.14506012024048096
0.758997995991984,0.14517995991983967
0.7649899799599199,0.1452997995991984
0.7709819639278558,0.1454196392785571
0.7769739478957917,0.14553947895791583
0.7829659318637275,0.14565931863727455
0.7889579158316634,0.14577915831663327
0.7949498997995993,0.14589899799599199
0.8009418837675352,0.1461318637274549
0.806933867735471,0.14697074148296593
0.8129258517034069,0.14780961923847696
0.8189178356713428,0.14864849699398797
0.8249098196392787,0.149487374749499
0.8309018036072146,0.15032625250501003
0.8368937875751504,0.15116513026052106
0.8428857715430863,0.15200400801603206
0.8488777555110222,0.1528428857715431
0.854869739478958,0.1536817635270541
0.8608617234468938,0.15452064128256512
0.8668537074148297,0.15535951903807615
0.8728456913827656,0.15619839679358719
0.8788376753507015,0.1570372745490982
0.8848296593186373,0.15787615230460922
0.8908216432865732,0.15871503006012025
0.8968136272545091,0.15955390781563128
0.902805611222445,0.16235671342685376
0.9087975951903808,0.1673899799599199
0.9147895791583167,0.17242324649298604
0.9207815631262526,0.1774565130260522
0.9267735470941885,0.18248977955911833
0.9327655310621243,0.18752304609218448
0.9387575150300602,0.19255631262525064
0.9447494989979961,0.19758957915831676
0.950741482965932,0.2031270541082167
0.9567334669338678,0.2122348697394792
0.9627254509018037,0.22134268537074173
0.9687174348697396,0.23045050100200423
0.9747094188376755,0.23955831663326677
0.9807014028056114,0.250034468937876
0.9866933867735472,0.26058036072144314
0.9926853707414831,0.27112625250501027
0.998677354709419,0.2816721442885774
1.0046693386773549,0.28941643286573165
1.0106613226452907,0.2963671342685373
1.0166533066132266,0.30331783567134296
1.0226452905811625,0.3102685370741486
1.0286372745490984,0.3157643286573148
1.0346292585170342,0.32031823647294605
1.0406212424849701,0.3248721442885773
1.046613226452906,0.32942605210420856
1.0526052104208419,0.3322605210420842
1.0585971943887778,0.33285971943887777
1.0645891783567136,0.3334589178356714
1.0705811623246495,0.33405811623246495
1.0765731462925854,0.3346573146292586
1.0825651302605213,0.33525651302605214
1.088557114228457,0.3358557114228457
1.0945490981963928,0.33645490981963927
1.1005410821643287,0.3370162324649299
1.1065330661322645,0.33719599198396794
1.1125250501002004,0.337375751503006
1.1185170340681363,0.3375555110220441
1.1245090180360722,0.3377352705410822
1.130501002004008,0.33791503006012025
1.136492985971944,0.33809478957915834
1.1424849699398798,0.33827454909819643
1.1484769539078157,0.33845430861723447
1.1544689378757516,0.33863406813627256
1.1604609218436874,0.33881382765531065
1.1664529058116233,0.33899358717434874
1.1724448897795592,0.3391733466933868
1.178436873747495,0.33935310621242487
1.184428857715431,0.33953286573146296
1.1904208416833668,0.33971262525050105
1.1964128256513027,0.3398923847695391
1.2024048096192386,0.3398877755511022
1.2083967935871744,0.33960814963259855
1.2143887775551103,0.3393285237140949
1.2203807615230462,0.3390488977955912
1.226372745490982,0.33876927187708755
1.232364729458918,0.33848964595858383
1.2383567134268538,0.33821002004008016
1.2443486973947897,0.3379303941215765
1.2503406813627256,0.3376507682030728
1.2563326653306615,0.33737114228456916
1.2623246492985973,0.3370915163660655
1.2683166332665332,0.3368118904475618
1.274308617234469,0.33653226452905816
1.280300601202405,0.33625263861055443
